"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","Notes (See Endnotes Tab)"
"230.0","California","CA","07","H2CA07091","","Charles","Hargrave","Hargrave, Charles","","R","23900.0","1.0","","","52446.0","0.23917693146111996","","",""
"231.0","California","CA","07","","","","","","Party Votes:","R","23900.0","","","","","","","",""
"232.0","California","CA","07","","","","","","District Votes:","","95168.0","","","","219277.0","","","",""
"233.0","California","CA","08","H8CA05035","(I)","Nancy","Pelosi","Pelosi, Nancy","","D","94564.0","1.0","","","224017.0","0.8294959713253155","","",""
"234.0","California","CA","08","","","","","","Party Votes:","D","94564.0","","","","","","","",""
"235.0","California","CA","08","H4CA08079","","Jennifer","DePalma","DePalma, Jennifer","","R","8814.0","1.0","","","31074.0","0.11506161502458677","","",""
"236.0","California","CA","08","","","","","","Party Votes:","R","8814.0","","","","","","","",""
"237.0","California","CA","08","H4CA08087","","Leilani","Dowell","Dowell, Leilani","","PFP","266.0","1.0","","","9527.0","0.035276823271520825","","",""
"238.0","California","CA","08","","","","","","Party Votes:","PFP","266.0","","","","","","","",""
"239.0","California","CA","08","","","Terry","Baum","Baum, Terry","","W(GRN)","1414.0","1.0","","","5446.0","0.02016559037857693","","",""
"240.0","California","CA","08","","","","","","Party Votes:","GRN","1414.0","","","","","","","",""
"241.0","California","CA","08","","","","","","District Votes:","","105058.0","","","","270064.0","","","",""
"242.0","California","CA","09","H8CA09060","(I)","Barbara","Lee","Lee, Barbara","","D","105211.0","1.0","","","215630.0","0.8454785346554841","","",""
"243.0","California","CA","09","","","","","","Party Votes:","D","105211.0","","","","","","","",""
"244.0","California","CA","09","H4CA09051","","Claudia","Bermudez","Bermudez, Claudia","","R","11813.0","1.0","","","31278.0","0.12264006681331091","","",""
"245.0","California","CA","09","","","","","","Party Votes:","R","11813.0","","","","","","","",""
"246.0","California","CA","09","H2CA09097","","Jim","Eyer","Eyer, Jim","","LBT","410.0","1.0","","","8131.0","0.03188139853120503","","",""
"247.0","California","CA","09","","","","","","Party Votes:","LBT","410.0","","","","","","","",""
"248.0","California","CA","09","","","","","","District Votes:","","117434.0","","","","255039.0","","","",""
"249.0","California","CA","10","H6CA10088","(I)","Ellen O.","Tauscher","Tauscher, Ellen O.","","D","75997.0","1.0","","","182750.0","0.6571400832077785","","",""
"250.0","California","CA","10","","","","","","Party Votes:","D","75997.0","","","","","","","",""
"251.0","California","CA","10","H4CA10067","","Jeff","Ketelson","Ketelson, Jeff","","R","45615.0","1.0","","","95349.0","0.3428599167922215","","",""
"252.0","California","CA","10","","","","","","Party Votes:","R","45615.0","","","","","","","",""
"253.0","California","CA","10","","","","","","District Votes:","","121612.0","","","","278099.0","","","",""
"254.0","California","CA","11","H2CA11051","(I)","Richard ","Pombo","Pombo, Richard ","","R","65046.0","1.0","","","163582.0","0.6122791192091896","","",""
"255.0","California","CA","11","","","","","","Party Votes:","R","65046.0","","","","","","","",""
"256.0","California","CA","11","H4CA11081","","Gerald (Jerry) M.","McNerney","McNerney, Gerald (Jerry) M.","","W(D)/D","1667.0","1.0","","","103587.0","0.3877208807908103","","",""
"257.0","California","CA","11","","","","","","Party Votes:","D","1667.0","","","","","","","",""
"258.0","California","CA","11","","","","","","District Votes:","","66713.0","","","","267169.0","","","",""
"259.0","California","CA","12","H0CA11022","(I)","Tom ","Lantos","Lantos, Tom ","","D","63323.0","0.7353477407592349","","","171852.0","0.6803352348980004","","",""
"260.0","California","CA","12","H4CA12055","","Ro","Khanna","Khanna, Ro","","D","17107.0","0.19865757783377655","","","","","","",""
"261.0","California","CA","12","H2CA12158","","Maad","Abu-Ghazalah","Abu-Ghazalah, Maad","","D","5678.0","0.06593661816450477","","","","","","",""
"262.0","California","CA","12","","","Norma Bureau","Elias","Elias, Norma Bureau","","W(D)","5.0","5.806324248371326e-05","","","","","","",""
"263.0","California","CA","12","","","","","","Party Votes:","D","86113.0","","","","","","","",""
"264.0","California","CA","12","H4CA05075","","Mike","Garza","Garza, Mike","","R","13967.0","0.5546642309677932","","","52593.0","0.20820747508897502","","",""
"265.0","California","CA","12","H4CA12063","","Christopher","Huskins","Huskins, Christopher","","R","11214.0","0.44533576903220684","","","","","","",""
"266.0","California","CA","12","","","","","","Party Votes:","R","25181.0","","","","","","","",""
"267.0","California","CA","12","H4CA12071","","Pat","Gray","Gray, Pat","","GRN","1072.0","0.6907216494845361","","","23038.0","0.0912038448291561","","",""
"268.0","California","CA","12","H4CA12089","","Barry ","Hermanson","Hermanson, Barry ","","GRN","480.0","0.30927835051546393","","","","","","",""
"269.0","California","CA","12","","","","","","Party Votes:","GRN","1552.0","","","","","","","",""
"270.0","California","CA","12","H4CA12097","","Harland","Harrison","Harrison, Harland","","LBT","390.0","1.0","","","5116.0","0.020253445183868502","","",""
"271.0","California","CA","12","","","","","","Party Votes:","LBT","390.0","","","","","","","",""
"272.0","California","CA","12","","","","","","District Votes:","","113236.0","","","","252599.0","","","",""
"273.0","California","CA","13","H6CA09023","(I)","Fortney Pete","Stark","Stark, Fortney Pete","","D","59726.0","1.0","","","144605.0","0.7161464136964456","","",""
"274.0","California","CA","13","","","","","","Party Votes:","D","59726.0","","","","","","","",""
"275.0","California","CA","13","H4CA13079","","George I.","Bruno","Bruno, George I.","","R","19606.0","1.0","","","48439.0","0.23989084840110736","","",""
"276.0","California","CA","13","","","","","","Party Votes:","R","19606.0","","","","","","","",""
"277.0","California","CA","13","H2CA13073","","Mark W.","Stroberg","Stroberg, Mark W.","","LBT","389.0","1.0","","","8877.0","0.043962737902446994","","",""
"278.0","California","CA","13","","","","","","Party Votes:","LBT","389.0","","","","","","","",""
"279.0","California","CA","13","","","","","","District Votes:","","79721.0","","","","201921.0","","","",""
"280.0","California","CA","14","H8CA12098","(I)","Anna G.","Eshoo","Eshoo, Anna G.","","D","81911.0","1.0","","","182712.0","0.6976722873900293","","",""
"281.0","California","CA","14","","","","","","Party Votes:","D","81911.0","","","","","","","",""
"282.0","California","CA","14","H8CA14128","","Chris","Haugen","Haugen, Chris","","R","33732.0","1.0","","","69564.0","0.265625","","",""
"283.0","California","CA","14","","","","","","Party Votes:","R","33732.0","","","","","","","",""
"284.0","California","CA","14","H4CA14085","","Brian","Holtz","Holtz, Brian","","LBT","873.0","1.0","","","9588.0","0.036611070381231674","","",""
"285.0","California","CA","14","","","","","","Party Votes:","LBT","873.0","","","","","","","",""
"286.0","California","CA","14","","","Dennis","Mitrzyk","Mitrzyk, Dennis","","W","","","","","24.0","9.164222873900293e-05","","",""
"287.0","California","CA","14","","","","","","District Votes:","","116516.0","","","","261888.0","","","",""
"288.0","California","CA","15","H0CA15148","(I)","Mike","Honda","Honda, Mike","","D","58531.0","1.0","","","154385.0","0.7202875831630415","","",""
"289.0","California","CA","15","","","","","","Party Votes:","D","58531.0","","","","","","","",""
"290.0","California","CA","15","H4CA15058","","Raymond L.","Chukwu","Chukwu, Raymond L.","","R","26813.0","0.9946950586140377","","","59953.0","0.27971241683695847","","",""
"291.0","California","CA","15","","","Peter Sundin","Soule","Soule, Peter Sundin","","W(R)","143.0","0.005304941385962309","","","","","","",""
"292.0","California","CA","15","","","","","","Party Votes:","R","26956.0","","","","","","","",""
"293.0","California","CA","15","","","","","","District Votes:","","85487.0","","","","214338.0","","","",""
"294.0","California","CA","16","H4CA16049","(I)","Zoe","Lofgren","Lofgren, Zoe","","D","50254.0","1.0","","","129222.0","0.7089164531684596","","",""
"295.0","California","CA","16","","","","","","Party Votes:","D","50254.0","","","","","","","",""
"296.0","California","CA","16","H2CA16084","","Douglas Adams","McNea","McNea, Douglas Adams","","R","20411.0","1.0","","","47992.0","0.2632858059808757","","",""
"297.0","California","CA","16","","","","","","Party Votes:","R","20411.0","","","","","","","",""
"298.0","California","CA","16","H4CA15041","","Markus ","Welch","Welch, Markus ","","LBT","346.0","1.0","","","5067.0","0.027797740850664634","","",""
"299.0","California","CA","16","","","","","","Party Votes:","LBT","346.0","","","","","","","",""
"300.0","California","CA","16","","","","","","District Votes:","","71011.0","","","","182281.0","","","",""
"301.0","California","CA","17 ","H4CA17021","(I)","Sam","Farr","Farr, Sam","","D","65809.0","0.9113557678991829","","","148958.0","0.6672998096091388","","",""
"302.0","California","CA","17","H6CA16069","","Art","Dunn","Dunn, Art","","D","6401.0","0.08864423210081707","","","","","","",""
"303.0","California","CA","17","","","","","","Party Votes:","D","72210.0","","","","","","","",""
"304.0","California","CA","17","H4CA17260","","Mark","Risley","Risley, Mark","","R","23139.0","0.7490773713175785","","","65117.0","0.2917101579124202","","",""
"305.0","California","CA","17","H8CA15067","","Connor","Vlakancic","Vlakancic, Connor","","R","7751.0","0.2509226286824215","","","","","","",""
"306.0","California","CA","17","","","","","","Party Votes:","R","30890.0","","","","","","","",""
"307.0","California","CA","17","H2CA17074","","Ray","Glock-Grueneich","Glock-Grueneich, Ray","","GRN","1656.0","1.0","","","3645.0","0.01632881621682159","","",""
"308.0","California","CA","17","","","","","","Party Votes:","GRN","1656.0","","","","","","","",""
"309.0","California","CA","17","H4CA17278","","Joe ","Williams","Williams, Joe ","","PFP","141.0","1.0","","","2823.0","0.012646432971217382","","",""
"310.0","California","CA","17","","","","","","Party Votes:","PFP","141.0","","","","","","","",""
"311.0","California","CA","17","H4CA17286","","Joel ","Smolen","Smolen, Joel ","","LBT","482.0","1.0","","","2607.0","0.011678799417627953","","",""
"312.0","California","CA","17","","","","","","Party Votes:","LBT","482.0","","","","","","","",""
"313.0","California","CA","17","","","David Mauricio","Munoz","Munoz, David Mauricio","","W","","","","","75.0","0.0003359838727741068","","",""
"314.0","California","CA","17","","","","","","District Votes:","","105379.0","","","","223225.0","","","",""
"315.0","California","CA","18","H2CA18056","(I)","Dennis A.","Cardoza","Cardoza, Dennis A.","","D","39565.0","1.0","","","103732.0","0.6748771998308448","","",""
"316.0","California","CA","18","","","","","","Party Votes:","D","39565.0","","","","","","","",""
"317.0","California","CA","18","H4CA18045","","Charles F.","Pringle, Sr","Pringle, Charles F., Sr.","","R","16913.0","0.6855973083627225","","","49973.0","0.3251228001691552","","",""
"318.0","California","CA","18","H4CA18052","","Audrey","Redmond","Redmond, Audrey","","R","7756.0","0.3144026916372776","","","","","","",""
"319.0","California","CA","18","","","","","","Party Votes:","R","24669.0","","","","","","","",""
"320.0","California","CA","18","","","","","","District Votes:","","64234.0","","","","153705.0","","","",""
"321.0","California","CA","19","H2CA19054","(I)","George","Radanovich","Radanovich, George","","R","65050.0","1.0","","","155354.0","0.6603390233949945","","",""
"322.0","California","CA","19","","","","","","Party Votes:","R","65050.0","","","","","","","",""
"323.0","California","CA","19","H4CA19076","","James Lex","Bufford","Bufford, James Lex","","D","39637.0","1.0","","","64047.0","0.27223459602829164","","",""
"324.0","California","CA","19","","","","","","Party Votes:","D","39637.0","","","","","","","",""
"325.0","California","CA","19","H4CA19084","","Larry R.","Mullen","Mullen, Larry R.","","GRN","540.0","1.0","","","15863.0","0.06742638057671382","","",""
"326.0","California","CA","19","","","","","","Party Votes:","GRN","540.0","","","","","","","",""
"327.0","California","CA","19","","","","","","District Votes:","","105227.0","","","","235264.0","","","",""
"328.0","California","CA","20","H4CA20082","","Jim","Costa","Costa, Jim","","D","24338.0","0.7316838529296816","","","61005.0","0.5340260513323296","","",""
"329.0","California","CA","20","H0CA20074","","Lisa","Quigley","Quigley, Lisa","","D","8925.0","0.26831614707031837","","","","","","",""
"330.0","California","CA","20","","","","","","Party Votes:","D","33263.0","","","","","","","",""
"331.0","California","CA","20","H4CA20108","","Roy","Ashburn","Ashburn, Roy","","R","15394.0","0.7964610927152318","","","53231.0","0.46597394866767045","","",""
"332.0","California","CA","20","H4CA20116","","Gino L.","Martorana","Martorana, Gino L.","","R","3934.0","0.2035389072847682","","","","","","",""
"333.0","California","CA","20","","","","","","Party Votes:","R","19328.0","","","","","","","",""
"334.0","California","CA","20","","","","","","District Votes:","","52591.0","","","","114236.0","","","",""
"335.0","California","CA","21","H8CA20059","(I)","Devin G.","Nunes","Nunes, Devin G.","","R","59510.0","1.0","","","140721.0","0.7317213945870057","","",""
"336.0","California","CA","21","","","","","","Party Votes:","R","59510.0","","","","","","","",""
"337.0","California","CA","21","H4CA21064","","Fred B.","Davis","Davis, Fred B.","","D","32271.0","1.0","","","51594.0","0.2682786054129943","","",""
"338.0","California","CA","21","","","","","","Party Votes:","D","32271.0","","","","","","","",""
"339.0","California","CA","21","","","","","","District Votes:","","91781.0","","","","192315.0","","","",""
"340.0","California","CA","22","H8CA18020","(I)","Bill","Thomas","Thomas, Bill","","R","78809.0","1.0","","","209384.0","1.0","","",""
"341.0","California","CA","22","","","","","","Party Votes:","R","78809.0","","","","","","","",""
"342.0","California","CA","22","","","","","","District Votes:","","78809.0","","","","209384.0","","","",""
"343.0","California","CA","23","H8CA22089","(I)","Lois","Capps","Capps, Lois","","D","64202.0","1.0","","","153980.0","0.6302983663327835","","",""
"344.0","California","CA","23","","","","","","Party Votes:","D","64202.0","","","","","","","",""
"345.0","California","CA","23","H2CA22116","","Don","Regan","Regan, Don","","R","43738.0","1.0","","","83926.0","0.343540853960548","","",""
"346.0","California","CA","23","","","","","","Party Votes:","R","43738.0","","","","","","","",""
"347.0","California","CA","23","H4CA23136","","Michael","Favorite","Favorite, Michael","","LBT","490.0","1.0","","","6391.0","0.02616077970666852","","",""
"348.0","California","CA","23","","","","","","Party Votes:","LBT","490.0","","","","","","","",""
"349.0","California","CA","23","","","","","","District Votes:","","108430.0","","","","244297.0","","","",""
"350.0","California","CA","24","H6CA21028","(I)","Elton","Gallegly","Gallegly, Elton","","R","78839.0","1.0","","","178660.0","0.6282483173803881","","",""
"351.0","California","CA","24","","","","","","Party Votes:","R","78839.0","","","","","","","",""
"352.0","California","CA","24","H4CA24118","","Brett","Wagner","Wagner, Brett","","D","47259.0","1.0","","","96397.0","0.33897488553966904","","",""
"353.0","California","CA","24","","","","","","Party Votes:","D","47259.0","","","","","","","",""
"354.0","California","CA","24","H4CA24126","","Stuart A.","Bechman","Bechman, Stuart A.","","GRN","723.0","1.0","","","9321.0","0.032776797079942896","","",""
"355.0","California","CA","24","","","","","","Party Votes:","GRN","723.0","","","","","","","",""
"356.0","California","CA","24","","","","","","District Votes:","","126821.0","","","","284378.0","","","",""
