"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)","Notes (See Endnotes Tab)"
"2224.0","New York","NY","02","H0NY02036","","John W. ","Bugler","Bugler, John W. ","","CRV","Unopposed","","","","6541.0","0.04375602055014449","","","44212.0","0.29575618109814833",""
"2225.0","New York","NY","02","","","","","","District Votes:","","","","","","149488.0","","","","","",""
"2226.0","New York","NY","03","H2NY03089","(I)","Peter T.","King","King, Peter T.","","REP","11077.0","0.8399939334192765","","","86918.0","0.47854429334361065","","","101787.0","0.5604085228211199",""
"2227.0","New York","NY","03 ","H8NY03045","","Robert","Previdi","Previdi, Robert","","REP","2110.0","0.16000606658072344","","","","","","","","",""
"2228.0","New York","NY","03 ","","","","","","Party Votes:","REP","13187.0","","","","","","","","","",""
"2229.0","New York","NY","03","H2NY03089","(I)","Peter T.","King","King, Peter T.","","CRV","Unopposed","","","","9656.0","0.0531630237295601","","","101787.0","0.5604085228211199",""
"2230.0","New York","NY","03","H2NY03089","(I)","Peter T.","King","King, Peter T.","","IDP","Unopposed","","","","5213.0","0.028701205747949127","","","101787.0","0.5604085228211199",""
"2231.0","New York","NY","03","H6NY03155","","David L.","Mejias","Mejias, David L.","","DEM","Unopposed","","","","76169.0","0.41936354126520947","","","79843.0","0.43959147717888014",""
"2232.0","New York","NY","03","H6NY03155","","David L.","Mejias","Mejias, David L.","","WF","Unopposed","","","","3674.0","0.02022793591367065","","","79843.0","0.43959147717888014",""
"2233.0","New York","NY","03 ","","","","","","District Votes:","","13187.0","","","","181630.0","","","","","",""
"2234.0","New York","NY","04","H6NY04112","(I)","Carolyn","McCarthy","McCarthy, Carolyn","","DEM","Unopposed","","","","93041.0","0.5929539675357368","","","101861.0","0.6491641758703979",""
"2235.0","New York","NY","04","H6NY04112","(I)","Carolyn","McCarthy","McCarthy, Carolyn","","IDP","Unopposed","","","","4909.0","0.03128525087469967","","","101861.0","0.6491641758703979",""
"2236.0","New York","NY","04","H6NY04112","(I)","Carolyn","McCarthy","McCarthy, Carolyn","","WF","Unopposed","","","","3911.0","0.02492495745996138","","","101861.0","0.6491641758703979",""
"2237.0","New York","NY","04","H6NY04120","","Martin W.","Blessinger","Blessinger, Martin W.","","REP","Unopposed","","","","48121.0","0.30667703347757647","","","55050.0","0.3508358241296021",""
"2238.0","New York","NY","04","H6NY04120","","Martin W.","Blessinger","Blessinger, Martin W.","","CRV","Unopposed","","","","6929.0","0.04415879065202567","","","55050.0","0.3508358241296021",""
"2239.0","New York","NY","04","","","","","","District Votes:","","","","","","156911.0","","","","","",""
"2240.0","New York","NY","05","H4NY07011","(I)","Gary L. ","Ackerman","Ackerman, Gary L. ","","DEM","Unopposed","","","","70033.0","0.9072807358466123","","","77190.0","1.0",""
"2241.0","New York","NY","05","H4NY07011","(I)","Gary L. ","Ackerman","Ackerman, Gary L. ","","IDP","Unopposed","","","","3884.0","0.050317398626765125","","","77190.0","1.0",""
"2242.0","New York","NY","05","H4NY07011","(I)","Gary L. ","Ackerman","Ackerman, Gary L. ","","WF","Unopposed","","","","3273.0","0.04240186552662262","","","77190.0","1.0",""
"2243.0","New York","NY","05","","","","","","District Votes:","","","","","","77190.0","","","","","",""
"2244.0","New York","NY","06","H8NY06048","(I)","Gregory W.","Meeks","Meeks, Gregory W.","","DEM","Unopposed","","","","69405.0","1.0","","","","",""
"2245.0","New York","NY","06","","","","","","District Votes:","","","","","","69405.0","","","","","",""
"2246.0","New York","NY","07","H8NY07046","(I)","Joseph ","Crowley","Crowley, Joseph ","","DEM","Unopposed","","","","60266.0","0.7907159819987667","","","63997.0","0.8396683154676778",""
"2247.0","New York","NY","07","H8NY07046","(I)","Joseph ","Crowley","Crowley, Joseph ","","WF","Unopposed","","","","3731.0","0.04895233346891113","","","63997.0","0.8396683154676778",""
"2248.0","New York","NY","07","H6NY07131","","Kevin ","Brawley","Brawley, Kevin ","","REP","Unopposed","","","","10402.0","0.13647873833921567","","","12220.0","0.1603316845323222",""
"2249.0","New York","NY","07","H6NY07131","","Kevin ","Brawley","Brawley, Kevin ","","CRV","Unopposed","","","","1818.0","0.023852946193106524","","","12220.0","0.1603316845323222",""
"2250.0","New York","NY","07","","","","","","District Votes:","","","","","","76217.0","","","","","",""
"2251.0","New York","NY","08","H2NY17071","(I)","Jerrold L. ","Nadler","Nadler, Jerrold L. ","","DEM","Unopposed","","","","96115.0","0.7531225023898701","","","108536.0","0.850448982150413",""
"2252.0","New York","NY","08","H2NY17071","(I)","Jerrold L. ","Nadler","Nadler, Jerrold L. ","","WF","Unopposed","","","","12421.0","0.09732647976054286","","","108536.0","0.850448982150413",""
"2253.0","New York","NY","08","H6NY08097","","Eleanor","Friedman","Friedman, Eleanor","","REP","Unopposed","","","","17413.0","0.13644199275986899","","","","",""
"2254.0","New York","NY","08","H6NY08105","","Dennis E. ","Adornato","Adornato, Dennis E. ","","CRV","Unopposed","","","","1673.0","0.013109025089718073","","","","",""
"2255.0","New York","NY","08","","","","","","District Votes:","","","","","","127622.0","","","","","",""
"2256.0","New York","NY","09","H8NY09091","(I)","Anthony D. ","Weiner","Weiner, Anthony D. ","","DEM","Unopposed","","","","67040.0","0.9341991583289206","","","71762.0","1.0",""
"2257.0","New York","NY","09","H8NY09091","(I)","Anthony D. ","Weiner","Weiner, Anthony D. ","","WF","Unopposed","","","","4722.0","0.0658008416710794","","","71762.0","1.0",""
"2258.0","New York","NY","09","","","","","","District Votes:","","","","","","71762.0","","","","","",""
"2259.0","New York","NY","10","H2NY11017","(I)","Edolphus","Towns","Towns, Edolphus","","DEM","19469.0","0.4741713144499379","","","72171.0","0.9216417433945879","","","","",""
"2260.0","New York","NY","10","H6NY00060","","Charles","Barron","Barron, Charles","","DEM","15345.0","0.3737304853990599","","","","","","","","",""
"2261.0","New York","NY","10","H6NY10085","","Roger L. ","Green","Green, Roger L. ","","DEM","6237.0","0.15190335858155338","","","","","","","","",""
"2262.0","New York","NY","10","H6NY00060","","","Barron","Barron","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2263.0","New York","NY","10","","","Shirley","Chislom","Chislom, Shirley","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2264.0","New York","NY","10","","","Abboy","Cook-Mack","Cook-Mack, Abboy","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2265.0","New York","NY","10","","","Alan S.","Fintz","Fintz, Alan S.","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2266.0","New York","NY","10","H6NY10085","","Roger","Green","Green, Roger","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2267.0","New York","NY","10","","","Hakeem","Jeffries","Jeffries, Hakeem","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2268.0","New York","NY","10","H6NY11109","","Chris","Owens","Owens, Chris","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2269.0","New York","NY","10","H6NY10093","","Kevin","Powell","Powell, Kevin","","W(DEM)","1.0","2.435519618110524e-05","","","","","","","","",""
"2270.0","New York","NY","10","","","","","","Party Votes:","DEM","41059.0","","","","","","","","","",""
"2271.0","New York","NY","10","H6NY10101","","Jonathan H. ","Anderson","Anderson, Jonathan H. ","","REP","Unopposed","","","","4666.0","0.059585988481234115","","","","",""
"2272.0","New York","NY","10","H0NY11037","","Ernest ","Johnson","Johnson, Ernest ","","CRV","Unopposed","","","","1470.0","0.018772268124177916","","","","",""
"2273.0","New York","NY","10","","","","","","District Votes:","","41059.0","","","","78307.0","","","","","",""
"2274.0","New York","NY","11","H4NY11138","","Yvette D. ","Clarke","Clarke, Yvette D. ","","DEM","15711.0","0.30628119151590766","","","75520.0","0.7698110130272573","","","88334.0","0.9004301645226397",""
"2275.0","New York","NY","11","H6NY11117","","David S. ","Yassky","Yassky, David S. ","","DEM","13928.0","0.2715221459762944","","","","","","","","",""
"2276.0","New York","NY","11","H4NY11112","","Carl","Andrews","Andrews, Carl","","DEM","11685.0","0.2277955396132252","","","","","","","","",""
"2277.0","New York","NY","11","H6NY11109","","Chris","Owens","Owens, Chris","","DEM","9971.0","0.19438162819713037","","","","","","","","",""
"2278.0","New York","NY","11","H6NY11117","","David S. ","Yassky","Yassky, David S. ","","W(DEM)","1.0","1.9494697442295696e-05","","","","","","","","",""
"2279.0","New York","NY","11","","","","","","Party Votes:","DEM","51296.0","","","","","","","","","",""
"2280.0","New York","NY","11","H4NY11138","","Yvette D. ","Clarke","Clarke, Yvette D. ","","WF","","","","","12814.0","0.13061915149538236","","","88334.0","0.9004301645226397",""
"2281.0","New York","NY","11","H6NY11141","","Elon ","Harpaz","Harpaz, Elon ","","WF","Unopposed","","","","","","","","","",""
"2282.0","New York","NY","11","H6NY11125","","Stephen","Finger","Finger, Stephen","","REP","Unopposed","","","","6776.0","0.06907096695276345","","","7447.0","0.07591078673217672",""
"2283.0","New York","NY","11","H6NY11125","","Stephen","Finger","Finger, Stephen","","LBT","","","","","671.0","0.0068398197794132636","","","","",""
"2284.0","New York","NY","11","H6NY11133","","Marianna","Blume","Blume, Marianna","","CRV","Unopposed","","","","1325.0","0.013506350533118591","","","","",""
"2285.0","New York","NY","11","H6NY11166","","Ollie M.","McClean","McClean, Ollie M.","","FRE","","","","","996.0","0.010152698212064994","","","","",""
"2286.0","New York","NY","11","","","","","","District Votes:","","51296.0","","","","98102.0","","","","","",""
"2287.0","New York","NY","12","H2NY00010","(I)","Nydia M. ","Velazquez","Velazquez, Nydia M. ","","DEM","Unopposed","","","","55674.0","0.7950134944094589","","","62847.0","0.8974424881120678",""
"2288.0","New York","NY","12","H2NY00010","(I)","Nydia M. ","Velazquez","Velazquez, Nydia M. ","","WF","Unopposed","","","","7173.0","0.10242899370260893","","","62847.0","0.8974424881120678",""
"2289.0","New York","NY","12 ","H6NY12115","","Allan E.","Romaguera","Romaguera, Allan E.","","REP","Unopposed","","","","6143.0","0.08772080138228448","","","7182.0","0.10255751188793215",""
"2290.0","New York","NY","12 ","H6NY12115","","Allan E.","Romaguera","Romaguera, Allan E.","","CRV","Unopposed","","","","1039.0","0.01483671050564766","","","7182.0","0.10255751188793215",""
"2291.0","New York","NY","12","","","","","","District Votes:","","","","","","70029.0","","","","","",""
"2292.0","New York","NY","13","H8NY13028","(I)","Vito","Fossella","Fossella, Vito","","REP","Unopposed","","","","49818.0","0.47688699564447423","","","59334.0","0.5679797061216676",""
"2293.0","New York","NY","13","H8NY13028","(I)","Vito","Fossella","Fossella, Vito","","CRV","Unopposed","","","","5849.0","0.05599004451251615","","","59334.0","0.5679797061216676",""
"2294.0","New York","NY","13","H8NY13028","(I)","Vito","Fossella","Fossella, Vito","","IDP","241.0","0.5935960591133005","","","3667.0","0.03510266596467716","","","59334.0","0.5679797061216676",""
"2295.0","New York","NY","13","H6NY13089","","Anita ","Lerman","Lerman, Anita ","","IDP","163.0","0.4014778325123153","","","","","","","","",""
"2296.0","New York","NY","13","","","","Gentile","Gentile","","W(IDP)","1.0","0.0024630541871921183","","","","","","","","",""
"2297.0","New York","NY","13","H6NY13071","","Stephen","Harrison","Harrison, Stephen","","W(IDP)","1.0","0.0024630541871921183","","","","","","","","",""
"2298.0","New York","NY","13","","","","","","Party Votes:","IDP","406.0","","","","","","","","","",""
"2299.0","New York","NY","13","H6NY13071","","Stephen A. ","Harrison","Harrison, Stephen A. ","","DEM","Unopposed","","","","42229.0","0.40424065476475374","","","45131.0","0.43202029387833246",""
"2300.0","New York","NY","13","H6NY13071","","Stephen A. ","Harrison","Harrison, Stephen A. ","","WF","Unopposed","","","","2902.0","0.02777963911357871","","","45131.0","0.43202029387833246",""
"2301.0","New York","NY","13","","","","","","District Votes:","","406.0","","","","104465.0","","","","","",""
"2302.0","New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","DEM","Unopposed","","","","107095.0","0.7565824331866253","","","119582.0","0.8447979880043235",""
"2303.0","New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","WF","Unopposed","","","","8100.0","0.057223191641175265","","","119582.0","0.8447979880043235",""
"2304.0","New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","IDP","Unopposed","","","","4387.0","0.03099236317652295","","","119582.0","0.8447979880043235",""
"2305.0","New York","NY","14","H6NY14236","","Danniel","Maio","Maio, Danniel","","REP","Unopposed","","","","21969.0","0.15520201199567646","","","","",""
"2306.0","New York","NY","14","","","","","","District Votes:","","","","","","141551.0","","","","","",""
"2307.0","New York","NY","15","H6NY19029 ","(I)","Charles B. ","Rangel","Rangel, Charles B. ","","DEM","Unopposed","","","","93857.0","0.8493231259275347","","","103916.0","0.9403482100843378",""
"2308.0","New York","NY","15","H6NY19029 ","(I)","Charles B. ","Rangel","Rangel, Charles B. ","","WF","Unopposed","","","","10059.0","0.09102508415680313","","","103916.0","0.9403482100843378",""
"2309.0","New York","NY","15","H6NY15126","","Edward","Daniels","Daniels, Edward","","REP","Unopposed","","","","6592.0","0.059651789915662216","","","","",""
"2310.0","New York","NY","15","","","","","","District Votes:","","","","","","110508.0","","","","","",""
"2311.0","New York","NY","16","H0NY18065","(I)","Jose E. ","Serrano","Serrano, Jose E. ","","DEM","Unopposed","","","","53179.0","0.9031299356350729","","","56124.0","0.9531443710408777",""
"2312.0","New York","NY","16","H0NY18065","(I)","Jose E. ","Serrano","Serrano, Jose E. ","","WF","Unopposed","","","","2945.0","0.05001443540580473","","","56124.0","0.9531443710408777",""
"2313.0","New York","NY","16","H4NY16053","","Ali","Mohamed","Mohamed, Ali","","REP","Unopposed","","","","2045.0","0.03472988808314794","","","2759.0","0.04685562895912233",""
"2314.0","New York","NY","16","H4NY16053","","Ali","Mohamed","Mohamed, Ali","","CRV","Unopposed","","","","714.0","0.01212574087597439","","","2759.0","0.04685562895912233",""
"2315.0","New York","NY","16","","","","","","District Votes:","","","","","","58883.0","","","","","",""
"2316.0","New York","NY","17","H8NY19058","(I)","Eliot L. ","Engel","Engel, Eliot L. ","","WF","Unopposed","","","","88714.0","0.7244561311818123","","","93614.0","0.7644705036911217",""
"2317.0","New York","NY","17","H8NY19058","(I)","Eliot L. ","Engel","Engel, Eliot L. ","","DEM","26564.0","0.830280677627055","","","4900.0","0.04001437250930947","","","93614.0","0.7644705036911217",""
"2318.0","New York","NY","17","H4NY17119","","Jessica ","Flagg","Flagg, Jessica ","","DEM","5430.0","0.16971932237294493","","","","","","","","",""
"2319.0","New York","NY","17","","","","","","Party Votes:","DEM","31994.0","","","","","","","","","",""
"2320.0","New York","NY","17","H6NY17148","","Jim","Faulkner","Faulkner, Jim","","REP","Unopposed","","","","22608.0","0.1846214150388711","","","28842.0","0.2355294963088783",""
"2321.0","New York","NY","17","H6NY17148","","Jim","Faulkner","Faulkner, Jim","","CRV","Unopposed","","","","3769.0","0.030778402038283137","","","28842.0","0.2355294963088783",""
"2322.0","New York","NY","17","H6NY17148","","Jim","Faulkner","Faulkner, Jim","","IDP","Unopposed","","","","2465.0","0.020129679231724047","","","28842.0","0.2355294963088783",""
"2323.0","New York","NY","17","","","","","","District Votes:","","31994.0","","","","122456.0","","","","","",""
"2324.0","New York","NY","18","H8NY20056","(I)","Nita M. ","Lowey","Lowey, Nita M. ","","DEM","Unopposed","","","","119041.0","0.6775010528951771","","","124256.0","0.7071813142408341",""
"2325.0","New York","NY","18","H8NY20056","(I)","Nita M. ","Lowey","Lowey, Nita M. ","","WF","Unopposed","","","","5215.0","0.02968026134565695","","","124256.0","0.7071813142408341",""
"2326.0","New York","NY","18","H4NY18075","","Richard A. ","Hoffman","Hoffman, Richard A. ","","CRV","Unopposed","","","","45472.0","0.258795943223339","","","51450.0","0.29281868575916586",""
