"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","Candidate Name (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)","FOOTNOTES"
"2332.0","New York","NY","05","H4NY07011","(I)","Gary L.","Ackerman","Ackerman, Gary L.","","IDP","Unopposed","","","","4084.0","0.02572144755570671","","","112724.0","0.7099472219073172",""
"2333.0","New York","NY","05","H4NY07011","(I)","Gary L.","Ackerman","Ackerman, Gary L.","","WF","Unopposed","","","","2804.0","0.017659877312977867","","","112724.0","0.7099472219073172",""
"2334.0","New York","NY","05","H8NY05099","","Elizabeth","Berney","Berney, Elizabeth","","R","Unopposed","","","","43039.0","0.2710640013100052","","","","",""
"2335.0","New York","NY","05","H4NY05064","","Jun","Policarpio","Policarpio, Jun","","CRV","Unopposed","","","","3010.0","0.018957286273917042","","","","",""
"2336.0","New York","NY","05","","","","Scattered","Scattered","","W","","","","","5.0","3.1490508760659535e-05","","","","",""
"2337.0","New York","NY","05","n/a","","","","","District Votes:","","","","","","158778.0","","","","","",""
"2338.0","New York","NY","06","H8NY06048","(I)","Gregory W.","Meeks","Meeks, Gregory W.","","D","Unopposed","","","","141180.0","0.9998158718468054","","","","",""
"2339.0","New York","NY","06","","","","Scattered","Scattered","","W","","","","","26.0","0.00018412815319462345","","","","",""
"2340.0","New York","NY","06","n/a","","","","","District Votes:","","","","","","141206.0","","","","","",""
"2341.0","New York","NY","07","H8NY07046","(I)","Joseph","Crowley","Crowley, Joseph","","D","Unopposed","","","","113988.0","0.8145432718074046","","","118459.0","0.8464924503898071",""
"2342.0","New York","NY","07","H8NY07046","(I)","Joseph","Crowley","Crowley, Joseph","","WF","Unopposed","","","","4471.0","0.031949178582402586","","","118459.0","0.8464924503898071",""
"2343.0","New York","NY","07","H8NY07079","","William E., Jr.","Britt","Britt, William E., Jr.","","R","Unopposed","","","","19373.0","0.1384369126989231","","","21477.0","0.15347182026711256",""
"2344.0","New York","NY","07","H8NY07079","","William E., Jr.","Britt","Britt, William E., Jr.","","CRV","Unopposed","","","","2104.0","0.01503490756818945","","","21477.0","0.15347182026711256",""
"2345.0","New York","NY","07","","","","Scattered","Scattered","","W","","","","","5.0","3.572934308029813e-05","","","","",""
"2346.0","New York","NY","07","n/a","","","","","District Votes:","","","","","","139941.0","","","","","",""
"2347.0","New York","NY","08","H2NY17071","(I)","Jerrold L.","Nadler","Nadler, Jerrold L.","","D","Unopposed","","","","152153.0","0.7612940993990823","","","160775.0","0.8044340816867723",""
"2348.0","New York","NY","08","H2NY17071","(I)","Jerrold L.","Nadler","Nadler, Jerrold L.","","WF","Unopposed","","","","8622.0","0.04313998228768994","","","160775.0","0.8044340816867723",""
"2349.0","New York","NY","08","H8NY08085","","Grace","Lin","Lin, Grace","","R","Unopposed","","","","36897.0","0.18461330624784225","","","39062.0","0.19544583485522438",""
"2350.0","New York","NY","08","H8NY08085","","Grace","Lin","Lin, Grace","","CRV","Unopposed","","","","2165.0","0.01083252860738213","","","39062.0","0.19544583485522438",""
"2351.0","New York","NY","08","","","","Scattered","Scattered","","W","","","","","24.0","0.0001200834580033123","","","","",""
"2352.0","New York","NY","08","n/a","","","","","District Votes:","","","","","","199861.0","","","","","",""
"2353.0","New York","NY","09","H8NY09091","(I)","Anthony D.","Weiner","Weiner, Anthony D.","","D","Unopposed","","","","106097.0","0.8798232011211636","","","112205.0","0.9304745872343249",""
"2354.0","New York","NY","09","H8NY09091","(I)","Anthony D.","Weiner","Weiner, Anthony D.","","WF","Unopposed","","","","6108.0","0.05065138611316124","","","112205.0","0.9304745872343249",""
"2355.0","New York","NY","09","H2NY09078","","Alfred F.","Donohue","Donohue, Alfred F.","","CRV","Unopposed","","","","8378.0","0.06947565698363864","","","","",""
"2356.0","New York","NY","09","","","","Scattered","Scattered","","W","","","","","6.0","4.975578203650416e-05","","","","",""
"2357.0","New York","NY","09","n/a","","","","","District Votes:","","","","","","120589.0","","","","","",""
"2358.0","New York","NY","10","H2NY11017","(I)","Edolphus","Towns","Towns, Edolphus","","D","24405.0","0.6785009313575578","","","155090.0","0.9418287595115049","","","","",""
"2359.0","New York","NY","10","H6NY10093","","Kevin","Powell","Powell, Kevin","","D","11558.0","0.321332258333565","","","","","","","","",""
"2360.0","New York","NY","10","","","","Scattered","Scattered","","W(D)","6.0","0.0001668103088770886","","","","","","","","",""
"2361.0","New York","NY","10","n/a","","","","","Party Votes:","D","35969.0","","","","","","","","","",""
"2362.0","New York","NY","10","H8NY10073","","Salvatore","Grupico","Grupico, Salvatore","","R","Unopposed","","","","8204.0","0.049821156380375174","","","9565.0","0.05808622145030334",""
"2363.0","New York","NY","10","H8NY10073","","Salvatore","Grupico","Grupico, Salvatore","","CRV","Unopposed","","","","1361.0","0.008265065069928159","","","9565.0","0.05808622145030334",""
"2364.0","New York","NY","10","","","","Scattered","Scattered","","W","","","","","14.0","8.501903819176652e-05","","","","",""
"2365.0","New York","NY","10","n/a","","","","","District Votes:","","35969.0","","","","164669.0","","","","","",""
"2366.0","New York","NY","11","H4NY11138","(I)","Yvette D.","Clarke","Clarke, Yvette D.","","D","Unopposed","","","","158235.0","0.8706668867613073","","","168562.0","0.9274898206228678",""
"2367.0","New York","NY","11","H4NY11138","(I)","Yvette D.","Clarke","Clarke, Yvette D.","","WF","Unopposed","","","","10327.0","0.05682293386156047","","","168562.0","0.9274898206228678",""
"2368.0","New York","NY","11","H8NY11055","","Hugh C.","Carr","Carr, Hugh C.","","R","Unopposed","","","","11644.0","0.06406954990645977","","","","",""
"2369.0","New York","NY","11","H0NY11060","","Cartrell","Gore","Gore, Cartrell","","CRV","Unopposed","","","","1517.0","0.008347089248376802","","","","",""
"2370.0","New York","NY","11","","","","Scattered","Scattered","","W","","","","","17.0","9.35402222955871e-05","","","","",""
"2371.0","New York","NY","11","n/a","","","","","District Votes:","","","","","","181740.0","","","","","",""
"2372.0","New York","NY","12","H2NY00010","(I)","Nydia M.","Velazquez","Velazquez, Nydia M.","","D","Unopposed","","","","115633.0","0.8452148615953629","","","123053.0","0.899451059506319",""
"2373.0","New York","NY","12","H2NY00010","(I)","Nydia M.","Velazquez","Velazquez, Nydia M.","","WF","Unopposed","","","","7420.0","0.05423619791095615","","","123053.0","0.899451059506319",""
"2374.0","New York","NY","12","H6NY12115","","Allen E.","Romaguera","Romaguera, Allen E.","","R","Unopposed","","","","12486.0","0.09126592548735829","","","13748.0","0.10049046480860177",""
"2375.0","New York","NY","12","H6NY12115","","Allen E.","Romaguera","Romaguera, Allen E.","","CRV","Unopposed","","","","1262.0","0.009224539321243485","","","13748.0","0.10049046480860177",""
"2376.0","New York","NY","12","","","","Scattered","Scattered","","W","","","","","8.0","5.8475685079198006e-05","","","","",""
"2377.0","New York","NY","12","n/a","","","","","District Votes:","","","","","","136809.0","","","","","",""
"2378.0","New York","NY","13","H8NY13077","","Michael E.","McMahon","McMahon, Michael E.","","WF","Unopposed","","","","6579.0","0.03509810825517749","","","114219.0","0.6093434909253865",""
"2379.0","New York","NY","13","H8NY13077","","Michael E.","McMahon","McMahon, Michael E.","","D","12805.0","0.7565731166912851","","","107640.0","0.574245382670209","","","","",""
"2380.0","New York","NY","13","H6NY13071","","Stephen A.","Harrison","Harrison, Stephen A.","","D","3992.0","0.23586410635155097","","","","","","","","",""
"2381.0","New York","NY","13","","","","Scattered","Scattered","","W(D)","128.0","0.0075627769571639586","","","","","","","","",""
"2382.0","New York","NY","13","n/a","","","","","Party Votes:","D","16925.0","","","","","","","","","",""
"2383.0","New York","NY","13","H8NY13127","","Robert A.","Straniere","Straniere, Robert A.","","R","4206.0","0.5595317280830119","","","62441.0","0.3331146036725244","","","","",""
"2384.0","New York","NY","13","H8NY13085","","Jamshad I.","Wyne","Wyne, Jamshad I.","","R","2702.0","0.3594519090062525","","","","","","","","",""
"2385.0","New York","NY","13","","","","Scattered","Scattered","","W(R)","609.0","0.08101636291073566","","","","","","","","",""
"2386.0","New York","NY","13","n/a","","","","","Party Votes:","R","7517.0","","","","","","","","","",""
"2387.0","New York","NY","13","H8NY13135","","Timothy J.","Cochrane","Cochrane, Timothy J.","","CRV","n/a","","","","5799.0","0.03093690983003105","","","","",""
"2388.0","New York","NY","13","H8NY13101","","Carmine A.","Morano","Morano, Carmine A.","","IDP","n/a","","","","4947.0","0.026391600781024937","","","","",""
"2389.0","New York","NY","13","","","","Scattered","Scattered","","W","","","","","40.0","0.00021339479103315087","","","","",""
"2390.0","New York","NY","13","n/a","","","","","District Votes:","","24442.0","","","","187446.0","","","","","",""
"2391.0","New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","D","Unopposed","","","","176426.0","0.7693844087428262","","","183239.0","0.7990955396235631",""
"2392.0","New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","WF","Unopposed","","","","6813.0","0.029711130880736826","","","183239.0","0.7990955396235631",""
"2393.0","New York","NY","14","H8NY14117","","Robert G.","Heim","Heim, Robert G.","","R","Unopposed","","","","43385.0","0.18919967903431192","","","","",""
"2394.0","New York","NY","14","H8NY14125","","Isaiah","Matos","Matos, Isaiah","","LBT","","","","","2659.0","0.011595757670905506","","","","",""
"2395.0","New York","NY","14","","","","Scattered","Scattered","","W","","","","","25.0","0.00010902367121949518","","","","",""
"2396.0","New York","NY","14","n/a","","","","","District Votes:","","","","","","229308.0","","","","","",""
"2397.0","New York","NY","15","H6NY19029","(I)","Charles B.","Rangel","Rangel, Charles B.","","D","Unopposed","","","","170372.0","0.8574721552561515","","","177151.0","0.8915904595578058",""
"2398.0","New York","NY","15","H6NY19029","(I)","Charles B.","Rangel","Rangel, Charles B.","","WF","Unopposed","","","","6779.0","0.03411830430165433","","","177151.0","0.8915904595578058",""
"2399.0","New York","NY","15","H6NY15126","","Edward","Daniels","Daniels, Edward","","R","Unopposed","","","","15676.0","0.0788963767860648","","","","",""
"2400.0","New York","NY","15","H8NY15122","","Craig","Schley","Schley, Craig","","VPC","n/a","","","","3708.0","0.018662143730717548","","","","",""
"2401.0","New York","NY","15","H8NY15130","","Martin","Koppel","Koppel, Martin","","SWP","n/a","","","","2141.0","0.010775525816468788","","","","",""
"2402.0","New York","NY","15","","","","Scattered","Scattered","","W","","","","","15.0","7.549410894303215e-05","","","","",""
"2403.0","New York","NY","15","n/a","","","","","District Votes:","","","","","","198691.0","","","","","",""
"2404.0","New York","NY","16","H0NY18065","(I)","Jose E.","Serrano","Serrano, Jose E.","","D","Unopposed","","","","123312.0","0.9365302387046306","","","127179.0","0.9658993384927356",""
"2405.0","New York","NY","16","H0NY18065","(I)","Jose E.","Serrano","Serrano, Jose E.","","WF","Unopposed","","","","3867.0","0.02936909978810502","","","127179.0","0.9658993384927356",""
"2406.0","New York","NY","16","H4NY16053","","Ali","Mohamed","Mohamed, Ali","","R","Unopposed","","","","3941.0","0.029931115144794903","","","4488.0","0.03408547190302957",""
"2407.0","New York","NY","16","H4NY16053","","Ali","Mohamed","Mohamed, Ali","","CRV","Unopposed","","","","547.0","0.004154356758234664","","","4488.0","0.03408547190302957",""
"2408.0","New York","NY","16","","","","Scattered","Scattered","","W","","","","","2.0","1.518960423486166e-05","","","","",""
"2409.0","New York","NY","16","n/a","","","","","District Votes:","","","","","","131669.0","","","","","",""
"2410.0","New York","NY","17","H8NY19058","(I)","Eliot L.","Engel","Engel, Eliot L.","","D","Unopposed","","","","149676.0","0.7397946827071832","","","161594.0","0.7987010740358144",""
"2411.0","New York","NY","17","H8NY19058","(I)","Eliot L.","Engel","Engel, Eliot L.","","IDP","Unopposed","","","","6721.0","0.033219487843575306","","","161594.0","0.7987010740358144",""
"2412.0","New York","NY","17","H8NY19058","(I)","Eliot L.","Engel","Engel, Eliot L.","","WF","Unopposed","","","","5197.0","0.025686903485055926","","","161594.0","0.7987010740358144",""
"2413.0","New York","NY","17","H8NY17094","","Robert","Goodman","Goodman, Robert","","R","Unopposed","","","","35994.0","0.17790540774314084","","","40707.0","0.2012000731510817",""
"2414.0","New York","NY","17","H8NY17094","","Robert","Goodman","Goodman, Robert","","CRV","Unopposed","","","","4713.0","0.023294665407940847","","","40707.0","0.2012000731510817",""
"2415.0","New York","NY","17","","","","Scattered","Scattered","","W","","","","","20.0","9.885281310392891e-05","","","","",""
"2416.0","New York","NY","17","n/a","","","","","District Votes:","","","","","","202321.0","","","","","",""
"2417.0","New York","NY","18","H8NY20056","(I)","Nita M.","Lowey","Lowey, Nita M.","","D","Unopposed","","","","167365.0","0.6555338391216986","","","174791.0","0.684619934119564",""
"2418.0","New York","NY","18","H8NY20056","(I)","Nita M.","Lowey","Lowey, Nita M.","","WF","Unopposed","","","","7426.0","0.02908609499786535","","","174791.0","0.684619934119564",""
"2419.0","New York","NY","18","H6NY18153","","Jim","Russell","Russell, Jim","","R","Unopposed","","","","73237.0","0.2868540720924676","","","80498.0","0.3152938964635288",""
"2420.0","New York","NY","18","H6NY18153","","Jim","Russell","Russell, Jim","","CRV","Unopposed","","","","7261.0","0.028439824371061177","","","80498.0","0.3152938964635288",""
"2421.0","New York","NY","18","","","","Scattered","Scattered","","W","","","","","22.0","8.616941690722296e-05","","","","",""
"2422.0","New York","NY","18","n/a","","","","","District Votes:","","","","","","255311.0","","","","","",""
"2423.0","New York","NY","19","H6NY19144","(I)","John","Hall","Hall, John","","D","Unopposed","","","","141173.0","0.5024057453184054","","","164859.0","0.5866993601286861",""
"2424.0","New York","NY","19","H6NY19144","(I)","John","Hall","Hall, John","","IDP","Unopposed","","","","16584.0","0.059019053787625356","","","164859.0","0.5866993601286861",""
"2425.0","New York","NY","19","H6NY19144","(I)","John","Hall","Hall, John","","WF","Unopposed","","","","7102.0","0.02527456102265529","","","164859.0","0.5866993601286861",""
"2426.0","New York","NY","19","H8NY19140","","Kieran Michael","Lalor","Lalor, Kieran Michael","","R","Unopposed","","","","103813.0","0.36944916973316155","","","116120.0","0.4132472579485683",""
"2427.0","New York","NY","19","H8NY19140","","Kieran Michael","Lalor","Lalor, Kieran Michael","","CRV","Unopposed","","","","12307.0","0.04379808821540673","","","116120.0","0.4132472579485683",""
"2428.0","New York","NY","19","","","","Scattered","Scattered","","W","","","","","15.0","5.33819227456814e-05","","","","",""
"2429.0","New York","NY","19","n/a","","","","","District Votes:","","","","","","280994.0","","","","","",""
"2430.0","New York","NY","20","H6NY20167","(I)","Kirsten E.","Gillibrand","Gillibrand, Kirsten E.","","D","Unopposed","","","","178996.0","0.574225980617034","","","193651.0","0.6212397783887308",""
"2431.0","New York","NY","20","H6NY20167","(I)","Kirsten E.","Gillibrand","Gillibrand, Kirsten E.","","WF","Unopposed","","","","14655.0","0.047013797771696765","","","193651.0","0.6212397783887308",""
"2432.0","New York","NY","20","H8NY20122","","Sandy","Treadwell","Treadwell, Sandy","","R","Unopposed","","","","99930.0","0.3205792433521431","","","118031.0","0.3786479402791635",""
"2433.0","New York","NY","20","H8NY20122","","Sandy","Treadwell","Treadwell, Sandy","","IDP","Unopposed","","","","8024.0","0.02574129739475229","","","118031.0","0.3786479402791635",""
"2434.0","New York","NY","20","H8NY20122","","Sandy","Treadwell","Treadwell, Sandy","","CRV","Unopposed","","","","10077.0","0.03232739953226805","","","118031.0","0.3786479402791635",""
"2435.0","New York","NY","20","","","","Scattered","Scattered","","W","","","","","35.0","0.0001122813321057241","","","","",""
"2436.0","New York","NY","20","n/a","","","","","District Votes:","","","","","","311717.0","","","","","",""
"2437.0","New York","NY","21","H8NY21203","","Paul D.","Tonko","Tonko, Paul D.","","WF","Unopposed","","","","159849.0","0.5794317654564436","","","171286.0","0.6208893979816726",""
"2438.0","New York","NY","21","H8NY21203","","Paul D.","Tonko","Tonko, Paul D.","","D","15932.0","0.3949821499404998","","","11437.0","0.04145763252522909","","","171286.0","0.6208893979816726",""
"2439.0","New York","NY","21","H8NY21146","","Tracey","Brooks","Brooks, Tracey","","D","12166.0","0.3016164220547402","","","n/a","","","","","",""
"2440.0","New York","NY","21","H8NY21138","","Phillip G.","Steck","Steck, Phillip G.","","D","7498.0","0.18588853629512098","","","n/a","","","","","",""
"2441.0","New York","NY","21","H8NY21179","","Darius","Shahinfar","Shahinfar, Darius","","D","4002.0","0.09921658072193575","","","n/a","","","","","",""
"2442.0","New York","NY","21","H8NY21229","","Joseph P.","Sullivan","Sullivan, Joseph P.","","D","738.0","0.018296310987703294","","","n/a","","","","","",""
"2443.0","New York","NY","21","n/a","","","","","Party Votes:","D","40336.0","","","","","","","","","",""
"2444.0","New York","NY","21","H8NY21187","","James R.","Buhrmaster","Buhrmaster, James R.","","R","8589.0","0.7043628013777268","","","85267.0","0.30908174805706995","","","96599.0","0.3501587692843058",""
"2445.0","New York","NY","21","H8NY21187","","Steven","Vasquez","Vasquez, Steven","","R","3605.0","0.2956371986222732","","","n/a","","","","","",""
"2446.0","New York","NY","21","n/a","","","","","Party Votes:","R","12194.0","","","","","","","","","",""
